,Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD),lien,Database Operations,Memory Read Cached,Memory Read Uncached,Memory Write,Latency,Memory Threaded
331,Corsair CMU64GX4M4A2666C16 16GB,37,15.8,13.1,$699.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMU64GX4M4A2666C16+16GB&id=9713,"5,205 KOps/Sec","28,829 MBytes/Sec","15,371 MBytes/Sec","13,254 MBytes/Sec",39 ns (lower is better),"45,764 MBytes/Sec"
332,Corsair CMU64GX4M4C3000C15 16GB,32,16.5,13.9,$951.50*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMU64GX4M4C3000C15+16GB&id=9260,"5,548 KOps/Sec","29,455 MBytes/Sec","16,130 MBytes/Sec","12,896 MBytes/Sec",36 ns (lower is better),"45,143 MBytes/Sec"
333,Corsair CMU64GX4M4C3200C16 16GB,37,15.1,12.9,$583.44*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMU64GX4M4C3200C16+16GB&id=9238,"5,413 KOps/Sec","28,877 MBytes/Sec","15,415 MBytes/Sec","11,390 MBytes/Sec",42 ns (lower is better),"42,716 MBytes/Sec"
334,Corsair CMU64GX4M4D3000C16 16GB,45,15.6,12.9,$829.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMU64GX4M4D3000C16+16GB&id=12487,"5,472 KOps/Sec","31,416 MBytes/Sec","15,460 MBytes/Sec","12,423 MBytes/Sec",51 ns (lower is better),"43,297 MBytes/Sec"
335,Corsair CMV16GX4M1A2133C15 16GB,32,15.7,12.2,$66.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMV16GX4M1A2133C15+16GB&id=8286,"4,004 KOps/Sec","28,049 MBytes/Sec","15,980 MBytes/Sec","11,586 MBytes/Sec",40 ns (lower is better),"29,262 MBytes/Sec"
336,Corsair CMV16GX4M1A2666C18 16GB,32,14.0,11.3,$68.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMV16GX4M1A2666C18+16GB&id=12403,"4,353 KOps/Sec","26,125 MBytes/Sec","14,522 MBytes/Sec","10,763 MBytes/Sec",42 ns (lower is better),"30,987 MBytes/Sec"
337,Corsair CMV4GX4M1A2133C15 4GB,33,15.2,10.7,$24.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMV4GX4M1A2133C15+4GB&id=7244,"3,466 KOps/Sec","26,504 MBytes/Sec","16,114 MBytes/Sec","11,506 MBytes/Sec",34 ns (lower is better),"27,098 MBytes/Sec"
338,Corsair CMV4GX4M1A2666C18 4GB,29,15.9,11.2,$24.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMV4GX4M1A2666C18+4GB&id=12893,"3,197 KOps/Sec","27,177 MBytes/Sec","15,931 MBytes/Sec","11,388 MBytes/Sec",32 ns (lower is better),"28,394 MBytes/Sec"
339,Corsair CMV8GX4M1A2133C15 8GB,34,15.6,11.3,$45.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMV8GX4M1A2133C15+8GB&id=7998,"3,682 KOps/Sec","27,619 MBytes/Sec","15,659 MBytes/Sec","10,689 MBytes/Sec",39 ns (lower is better),"27,715 MBytes/Sec"
340,Corsair CMV8GX4M1A2400C16 8GB,30,16.2,11.7,$59.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMV8GX4M1A2400C16+8GB&id=10500,"3,405 KOps/Sec","27,315 MBytes/Sec","15,772 MBytes/Sec","9,769 MBytes/Sec",45 ns (lower is better),"30,237 MBytes/Sec"
341,Corsair CMV8GX4M1A2666C18 8GB,30,18.1,13.3,$49.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMV8GX4M1A2666C18+8GB&id=11644,"4,650 KOps/Sec","30,706 MBytes/Sec","17,712 MBytes/Sec","11,265 MBytes/Sec",38 ns (lower is better),"35,787 MBytes/Sec"
342,Corsair CMW128GX4M4E3200C16 32GB,39,16.8,13.7,"$1,149.00",https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW128GX4M4E3200C16+32GB&id=14456,"6,807 KOps/Sec","32,879 MBytes/Sec","17,900 MBytes/Sec","14,173 MBytes/Sec",44 ns (lower is better),"44,405 MBytes/Sec"
343,Corsair CMW128GX4M8C3000C16 16GB,23,14.7,11.4,$979.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW128GX4M8C3000C16+16GB&id=13227,"8,070 KOps/Sec","34,699 MBytes/Sec","20,502 MBytes/Sec","14,497 MBytes/Sec",47 ns (lower is better),"47,342 MBytes/Sec"
344,Corsair CMW128GX4M8C3200C16 16GB,31,15.0,15.3,$819.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW128GX4M8C3200C16+16GB&id=12835,"5,174 KOps/Sec","30,168 MBytes/Sec","15,725 MBytes/Sec","12,418 MBytes/Sec",44 ns (lower is better),"56,819 MBytes/Sec"
345,Corsair CMW16GX4M2A2666C16 8GB,31,16.8,13.0,$118.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2A2666C16+8GB&id=12189,"5,369 KOps/Sec","31,646 MBytes/Sec","17,335 MBytes/Sec","12,131 MBytes/Sec",37 ns (lower is better),"36,040 MBytes/Sec"
346,Corsair CMW16GX4M2C3000C15 8GB,29,18.1,14.3,$124.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2C3000C15+8GB&id=12206,"5,120 KOps/Sec","31,331 MBytes/Sec","17,754 MBytes/Sec","12,329 MBytes/Sec",38 ns (lower is better),"35,770 MBytes/Sec"
347,Corsair CMW16GX4M2C3200C14 8GB,25,20.8,16.8,$214.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2C3200C14+8GB&id=12539,"6,887 KOps/Sec","33,946 MBytes/Sec","21,755 MBytes/Sec","16,263 MBytes/Sec",32 ns (lower is better),"45,987 MBytes/Sec"
348,Corsair CMW16GX4M2C3200C16 8GB,29,18.7,14.7,$129.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2C3200C16+8GB&id=12249,"5,282 KOps/Sec","32,176 MBytes/Sec","18,794 MBytes/Sec","12,889 MBytes/Sec",40 ns (lower is better),"37,859 MBytes/Sec"
349,Corsair CMW16GX4M2C3466C16 8GB,28,19.2,14.1,$219.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2C3466C16+8GB&id=12316,"5,628 KOps/Sec","31,142 MBytes/Sec","18,841 MBytes/Sec","13,256 MBytes/Sec",35 ns (lower is better),"35,728 MBytes/Sec"
350,Corsair CMW16GX4M2C3600C18 8GB,28,18.6,16.0,$149.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2C3600C18+8GB&id=12184,"5,718 KOps/Sec","32,760 MBytes/Sec","19,529 MBytes/Sec","14,148 MBytes/Sec",37 ns (lower is better),"42,061 MBytes/Sec"
351,Corsair CMW16GX4M2D3000C16 8GB,33,16.7,13.5,$119.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2D3000C16+8GB&id=12260,"4,654 KOps/Sec","30,837 MBytes/Sec","17,056 MBytes/Sec","11,151 MBytes/Sec",41 ns (lower is better),"34,736 MBytes/Sec"
352,Corsair CMW16GX4M2D3600C18 8GB,30,18.6,15.1,$139.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2D3600C18+8GB&id=13719,"5,684 KOps/Sec","33,036 MBytes/Sec","20,091 MBytes/Sec","13,910 MBytes/Sec",39 ns (lower is better),"41,602 MBytes/Sec"
353,Corsair CMW16GX4M2E3200C16 8GB,30,18.4,14.3,$125.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2E3200C16+8GB&id=13928,"5,146 KOps/Sec","31,830 MBytes/Sec","17,989 MBytes/Sec","12,231 MBytes/Sec",41 ns (lower is better),"36,494 MBytes/Sec"
354,Corsair CMW16GX4M2K3600C16 8GB,34,17.8,15.9,$229.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2K3600C16+8GB&id=13411,"5,367 KOps/Sec","32,462 MBytes/Sec","19,579 MBytes/Sec","14,009 MBytes/Sec",42 ns (lower is better),"44,816 MBytes/Sec"
355,Corsair CMW16GX4M2K4000C19 8GB,29,20.9,17.6,$256.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2K4000C19+8GB&id=12328,"6,954 KOps/Sec","33,690 MBytes/Sec","20,703 MBytes/Sec","15,698 MBytes/Sec",41 ns (lower is better),"47,760 MBytes/Sec"
356,Corsair CMW16GX4M2K4266C19 8GB,23,19.2,16.8,$478.59*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2K4266C19+8GB&id=13001,"7,454 KOps/Sec","33,586 MBytes/Sec","19,224 MBytes/Sec","16,807 MBytes/Sec",23 ns (lower is better),"43,537 MBytes/Sec"
357,Corsair CMW16GX4M2Z2933C16 8GB,28,17.3,14.4,$94.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2Z2933C16+8GB&id=12374,"5,819 KOps/Sec","32,470 MBytes/Sec","17,727 MBytes/Sec","13,078 MBytes/Sec",33 ns (lower is better),"35,193 MBytes/Sec"
358,Corsair CMW16GX4M2Z3200C16 8GB,32,18.8,14.3,$129.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2Z3200C16+8GB&id=13948,"5,022 KOps/Sec","31,789 MBytes/Sec","18,892 MBytes/Sec","12,306 MBytes/Sec",40 ns (lower is better),"38,770 MBytes/Sec"
359,Corsair CMW16GX4M2Z3600C18 8GB,30,18.4,15.4,$148.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2Z3600C18+8GB&id=13685,"5,506 KOps/Sec","32,706 MBytes/Sec","19,724 MBytes/Sec","13,398 MBytes/Sec",39 ns (lower is better),"42,715 MBytes/Sec"
360,Corsair CMW32GX4M2A2666C16 16GB,30,16.9,13.8,$189.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M2A2666C16+16GB&id=12522,"5,912 KOps/Sec","32,110 MBytes/Sec","16,811 MBytes/Sec","13,158 MBytes/Sec",34 ns (lower is better),"31,917 MBytes/Sec"
361,Corsair CMW32GX4M2C3000C15 16GB,30,17.8,14.3,$174.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M2C3000C15+16GB&id=12432,"6,165 KOps/Sec","32,674 MBytes/Sec","17,946 MBytes/Sec","13,468 MBytes/Sec",38 ns (lower is better),"36,383 MBytes/Sec"
362,Corsair CMW32GX4M2C3200C16 16GB,29,17.9,14.9,$199.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M2C3200C16+16GB&id=12617,"6,082 KOps/Sec","32,643 MBytes/Sec","18,010 MBytes/Sec","13,711 MBytes/Sec",38 ns (lower is better),"37,797 MBytes/Sec"
363,Corsair CMW32GX4M2C3200C18 16GB,34,20.3,14.2,$179.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M2C3200C18+16GB&id=18721,"6,494 KOps/Sec","34,567 MBytes/Sec","20,736 MBytes/Sec","14,392 MBytes/Sec",41 ns (lower is better),"37,142 MBytes/Sec"
364,Corsair CMW32GX4M2C3466C16 16GB,25,20.2,16.6,$269.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M2C3466C16+16GB&id=13070,"7,385 KOps/Sec","34,306 MBytes/Sec","20,690 MBytes/Sec","15,929 MBytes/Sec",35 ns (lower is better),"45,872 MBytes/Sec"
365,Corsair CMW32GX4M2D3600C18 16GB,33,19.6,15.4,$199.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M2D3600C18+16GB&id=14426,"6,453 KOps/Sec","34,182 MBytes/Sec","21,170 MBytes/Sec","15,088 MBytes/Sec",42 ns (lower is better),"42,090 MBytes/Sec"
366,Corsair CMW32GX4M2E3200C16 16GB,33,18.4,14.2,$185.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M2E3200C16+16GB&id=14088,"5,951 KOps/Sec","33,356 MBytes/Sec","19,480 MBytes/Sec","13,593 MBytes/Sec",43 ns (lower is better),"37,821 MBytes/Sec"
367,Corsair CMW32GX4M2Z2933C16 16GB,32,17.0,14.6,$169.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M2Z2933C16+16GB&id=13444,"6,333 KOps/Sec","32,786 MBytes/Sec","17,570 MBytes/Sec","13,737 MBytes/Sec",35 ns (lower is better),"35,643 MBytes/Sec"
368,Corsair CMW32GX4M2Z3200C16 16GB,29,18.0,15.4,$268.89*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M2Z3200C16+16GB&id=13692,"6,256 KOps/Sec","32,483 MBytes/Sec","18,326 MBytes/Sec","13,941 MBytes/Sec",37 ns (lower is better),"41,380 MBytes/Sec"
369,Corsair CMW32GX4M2Z3600C18 16GB,31,19.0,15.6,$199.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M2Z3600C18+16GB&id=14413,"6,255 KOps/Sec","33,812 MBytes/Sec","21,075 MBytes/Sec","14,782 MBytes/Sec",42 ns (lower is better),"43,974 MBytes/Sec"
370,Corsair CMW32GX4M4A2666C16 8GB,32,17.0,13.5,$218.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M4A2666C16+8GB&id=12333,"5,741 KOps/Sec","31,753 MBytes/Sec","16,896 MBytes/Sec","13,154 MBytes/Sec",34 ns (lower is better),"33,815 MBytes/Sec"
371,Corsair CMW32GX4M4C3000C15 8GB,30,18.1,14.5,$318.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M4C3000C15+8GB&id=12236,"5,875 KOps/Sec","32,301 MBytes/Sec","17,742 MBytes/Sec","13,359 MBytes/Sec",38 ns (lower is better),"38,990 MBytes/Sec"
372,Corsair CMW32GX4M4C3200C14 8GB,25,21.2,16.3,$409.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M4C3200C14+8GB&id=12478,"7,340 KOps/Sec","34,937 MBytes/Sec","22,668 MBytes/Sec","16,623 MBytes/Sec",35 ns (lower is better),"43,531 MBytes/Sec"
373,Corsair CMW32GX4M4C3200C16 8GB,29,18.5,15.0,$219.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M4C3200C16+8GB&id=12179,"6,105 KOps/Sec","32,625 MBytes/Sec","18,652 MBytes/Sec","13,957 MBytes/Sec",38 ns (lower is better),"39,440 MBytes/Sec"
374,Corsair CMW32GX4M4C3466C16 8GB,20,19.1,14.6,$279.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M4C3466C16+8GB&id=12327,"6,596 KOps/Sec","31,162 MBytes/Sec","18,816 MBytes/Sec","14,859 MBytes/Sec",30 ns (lower is better),"46,967 MBytes/Sec"
375,Corsair CMW32GX4M4C3600C18 8GB,30,19.5,16.0,$275.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M4C3600C18+8GB&id=12180,"6,893 KOps/Sec","33,824 MBytes/Sec","20,502 MBytes/Sec","15,368 MBytes/Sec",39 ns (lower is better),"43,264 MBytes/Sec"
376,Corsair CMW32GX4M4K4000C19 8GB,29,20.1,17.2,$755.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M4K4000C19+8GB&id=12915,"7,440 KOps/Sec","33,852 MBytes/Sec","20,626 MBytes/Sec","16,939 MBytes/Sec",35 ns (lower is better),"47,134 MBytes/Sec"
377,Corsair CMW32GX4M4Z2933C16 8GB,39,15.4,14.6,$209.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW32GX4M4Z2933C16+8GB&id=12914,"8,078 KOps/Sec","32,196 MBytes/Sec","15,454 MBytes/Sec","14,400 MBytes/Sec",39 ns (lower is better),"48,578 MBytes/Sec"
378,Corsair CMW64GX4M2E3200C16 32GB,33,17.5,14.4,$359.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M2E3200C16+32GB&id=14386,"6,750 KOps/Sec","34,091 MBytes/Sec","18,407 MBytes/Sec","13,788 MBytes/Sec",46 ns (lower is better),"40,168 MBytes/Sec"
379,Corsair CMW64GX4M4A2666C16 16GB,30,18.3,13.7,$299.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M4A2666C16+16GB&id=12737,"5,936 KOps/Sec","33,099 MBytes/Sec","17,783 MBytes/Sec","13,064 MBytes/Sec",38 ns (lower is better),"30,186 MBytes/Sec"
380,Corsair CMW64GX4M4C3000C15 16GB,34,16.3,14.7,$349.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M4C3000C15+16GB&id=12597,"6,114 KOps/Sec","30,260 MBytes/Sec","15,350 MBytes/Sec","12,423 MBytes/Sec",42 ns (lower is better),"41,015 MBytes/Sec"
381,Corsair CMW64GX4M4C3200C16 16GB,33,17.2,15.0,$399.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M4C3200C16+16GB&id=12590,"6,899 KOps/Sec","32,558 MBytes/Sec","17,998 MBytes/Sec","14,255 MBytes/Sec",40 ns (lower is better),"42,737 MBytes/Sec"
382,Corsair CMW64GX4M4C3466C16 16GB,23,19.7,17.1,$499.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M4C3466C16+16GB&id=12636,"7,157 KOps/Sec","33,794 MBytes/Sec","17,275 MBytes/Sec","14,606 MBytes/Sec",32 ns (lower is better),"42,159 MBytes/Sec"
383,Corsair CMW64GX4M4D3600C18 16GB,34,19.2,14.8,$604.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M4D3600C18+16GB&id=15528,"7,128 KOps/Sec","34,560 MBytes/Sec","21,499 MBytes/Sec","15,707 MBytes/Sec",45 ns (lower is better),"43,534 MBytes/Sec"
384,Corsair CMW64GX4M4E3200C16 16GB,29,18.4,15.1,$671.98,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M4E3200C16+16GB&id=15058,"6,860 KOps/Sec","33,548 MBytes/Sec","19,087 MBytes/Sec","13,689 MBytes/Sec",46 ns (lower is better),"36,528 MBytes/Sec"
385,Corsair CMW64GX4M4K3600C18 16GB,31,16.8,14.6,$649.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M4K3600C18+16GB&id=12488,"6,982 KOps/Sec","33,723 MBytes/Sec","16,615 MBytes/Sec","14,295 MBytes/Sec",33 ns (lower is better),"40,402 MBytes/Sec"
386,Corsair CMW64GX4M4Z2933C16 16GB,30,17.4,14.6,$379.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M4Z2933C16+16GB&id=13027,"6,318 KOps/Sec","32,850 MBytes/Sec","17,792 MBytes/Sec","14,428 MBytes/Sec",33 ns (lower is better),"34,680 MBytes/Sec"
387,Corsair CMW64GX4M8A2666C16 8GB,24,16.0,11.6,$379.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M8A2666C16+8GB&id=13426,NA,"26,105 MBytes/Sec","15,958 MBytes/Sec","11,560 MBytes/Sec",24 ns (lower is better),NA
388,Corsair CMW64GX4M8C3000C15 8GB,30,18.8,11.6,$575.39*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M8C3000C15+8GB&id=12732,"7,927 KOps/Sec","32,342 MBytes/Sec","17,348 MBytes/Sec","11,799 MBytes/Sec",36 ns (lower is better),"38,881 MBytes/Sec"
389,Corsair CMW64GX4M8C3200C16 8GB,43,12.8,14.6,$399.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M8C3200C16+8GB&id=12546,"7,635 KOps/Sec","30,745 MBytes/Sec","14,449 MBytes/Sec","14,173 MBytes/Sec",45 ns (lower is better),"70,641 MBytes/Sec"
390,Corsair CMW64GX4M8X3600C18 8GB,21,17.2,13.1,$619.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M8X3600C18+8GB&id=12477,"4,337 KOps/Sec","29,821 MBytes/Sec","15,896 MBytes/Sec","11,244 MBytes/Sec",51 ns (lower is better),"53,043 MBytes/Sec"
391,Corsair CMW64GX4M8Z2933C16 8GB,35,10.0,12.4,$439.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW64GX4M8Z2933C16+8GB&id=12464,NA,"25,478 MBytes/Sec","10,037 MBytes/Sec","12,447 MBytes/Sec",35 ns (lower is better),NA
392,Crucial Technology BL8G30C15U4R.8FE 8GB,32,18.1,14.1,$47.73*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BL8G30C15U4R.8FE+8GB&id=17345,"5,461 KOps/Sec","31,973 MBytes/Sec","19,458 MBytes/Sec","13,673 MBytes/Sec",38 ns (lower is better),"38,738 MBytes/Sec"
393,Crucial Technology BLE4G4D26AFEA.8FAD 4GB,37,16.2,11.9,$94.13*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLE4G4D26AFEA.8FAD+4GB&id=7331,"4,718 KOps/Sec","28,947 MBytes/Sec","16,740 MBytes/Sec","12,438 MBytes/Sec",37 ns (lower is better),"38,683 MBytes/Sec"
394,Crucial Technology BLE4G4D30AEEA.K8FE 4GB,26,19.6,15.8,$56.67*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLE4G4D30AEEA.K8FE+4GB&id=10885,"4,926 KOps/Sec","31,698 MBytes/Sec","20,235 MBytes/Sec","14,250 MBytes/Sec",37 ns (lower is better),"46,259 MBytes/Sec"
395,Crucial Technology BLE4G4D32AEEA.K8FD 4GB,23,17.3,13.0,$107.83*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLE4G4D32AEEA.K8FD+4GB&id=12138,NA,"29,131 MBytes/Sec","17,254 MBytes/Sec","13,004 MBytes/Sec",23 ns (lower is better),NA
396,Crucial Technology BLE4G4D32AEEA.K8FE 4GB,26,23.2,18.0,$144.21*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLE4G4D32AEEA.K8FE+4GB&id=9426,"6,857 KOps/Sec","32,785 MBytes/Sec","21,322 MBytes/Sec","15,869 MBytes/Sec",35 ns (lower is better),"46,622 MBytes/Sec"
397,Crucial Technology BLE8G4D26AFEA.16FAD 8GB,34,16.0,12.4,$129.74*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLE8G4D26AFEA.16FAD+8GB&id=7412,"4,078 KOps/Sec","26,816 MBytes/Sec","15,810 MBytes/Sec","12,087 MBytes/Sec",38 ns (lower is better),"33,936 MBytes/Sec"
398,Crucial Technology BLE8G4D30AEEA.K16FD 8GB,62,18.0,9.5,$156.15*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLE8G4D30AEEA.K16FD+8GB&id=12276,NA,"25,743 MBytes/Sec","17,994 MBytes/Sec","9,533 MBytes/Sec",62 ns (lower is better),NA
399,Crucial Technology BLE8G4D30AEEA.K16FE 8GB,25,20.6,17.1,$49.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLE8G4D30AEEA.K16FE+8GB&id=9280,"4,660 KOps/Sec","31,183 MBytes/Sec","20,057 MBytes/Sec","14,215 MBytes/Sec",37 ns (lower is better),"39,706 MBytes/Sec"
400,Crucial Technology BLE8G4D34AEEAK.K8FB 8GB,28,18.3,14.8,$135.77*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLE8G4D34AEEAK.K8FB+8GB&id=10799,"4,831 KOps/Sec","30,144 MBytes/Sec","17,837 MBytes/Sec","12,001 MBytes/Sec",37 ns (lower is better),"40,938 MBytes/Sec"
401,Crucial Technology BLE8G4D36BEEAK.M8FE1 8GB,24,20.2,17.6,$118.03*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLE8G4D36BEEAK.M8FE1+8GB&id=13415,"6,323 KOps/Sec","33,228 MBytes/Sec","20,621 MBytes/Sec","15,359 MBytes/Sec",33 ns (lower is better),"45,748 MBytes/Sec"
402,Crucial Technology BLS16G4D240FSB.16FAD 16GB,31,17.5,13.1,$65.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D240FSB.16FAD+16GB&id=8689,"3,906 KOps/Sec","28,538 MBytes/Sec","16,770 MBytes/Sec","11,738 MBytes/Sec",38 ns (lower is better),"29,715 MBytes/Sec"
403,Crucial Technology BLS16G4D240FSC.16FAD 16GB,34,15.8,11.8,$62.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D240FSC.16FAD+16GB&id=8933,"4,139 KOps/Sec","31,378 MBytes/Sec","18,491 MBytes/Sec","12,907 MBytes/Sec",42 ns (lower is better),"30,976 MBytes/Sec"
404,Crucial Technology BLS16G4D240FSE.16FAD 16GB,31,16.4,11.7,$63.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D240FSE.16FAD+16GB&id=8750,"3,884 KOps/Sec","27,542 MBytes/Sec","15,847 MBytes/Sec","10,939 MBytes/Sec",37 ns (lower is better),"28,044 MBytes/Sec"
405,Crucial Technology BLS16G4D26BFSB.16FBD 16GB,29,16.2,11.7,$169.89*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D26BFSB.16FBD+16GB&id=11661,"4,206 KOps/Sec","29,070 MBytes/Sec","15,199 MBytes/Sec","11,995 MBytes/Sec",36 ns (lower is better),"32,385 MBytes/Sec"
406,Crucial Technology BLS16G4D26BFSE.16FBD 16GB,29,16.8,13.8,$248.72*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D26BFSE.16FBD+16GB&id=11014,"5,707 KOps/Sec","29,479 MBytes/Sec","15,502 MBytes/Sec","12,658 MBytes/Sec",40 ns (lower is better),"39,021 MBytes/Sec"
407,Crucial Technology BLS16G4D26BFST.16FD 16GB,31,16.7,14.6,$94.99,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D26BFST.16FD+16GB&id=13020,"4,509 KOps/Sec","30,336 MBytes/Sec","15,535 MBytes/Sec","12,837 MBytes/Sec",42 ns (lower is better),"43,292 MBytes/Sec"
408,Crucial Technology BLS16G4D30AESB.M16FE 16GB,27,18.2,15.1,$74.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D30AESB.M16FE+16GB&id=13217,"6,279 KOps/Sec","33,083 MBytes/Sec","19,643 MBytes/Sec","14,861 MBytes/Sec",38 ns (lower is better),"45,122 MBytes/Sec"
409,Crucial Technology BLS16G4D30AESC.M16FE 16GB,27,18.8,15.0,$96.04*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D30AESC.M16FE+16GB&id=13248,"6,198 KOps/Sec","32,451 MBytes/Sec","19,116 MBytes/Sec","14,303 MBytes/Sec",39 ns (lower is better),"42,200 MBytes/Sec"
410,Crucial Technology BLS16G4D30AESE.M16FE 16GB,25,19.6,15.2,$74.99*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D30AESE.M16FE+16GB&id=13107,"6,031 KOps/Sec","33,409 MBytes/Sec","20,675 MBytes/Sec","14,736 MBytes/Sec",38 ns (lower is better),"41,005 MBytes/Sec"
411,Crucial Technology BLS16G4D30BESB.16FD 16GB,51,17.4,13.6,$100.20*,https://www.memorybenchmark.net/ram.php?ram=Crucial+Technology+BLS16G4D30BESB.16FD+16GB&id=12802,"5,026 KOps/Sec","31,209 MBytes/Sec","17,192 MBytes/Sec","12,712 MBytes/Sec",47 ns (lower is better),"35,728 MBytes/Sec"
